school,year,field,ours_displayed,master_final,master_raw_reported,category,master_flag
Ohio Northern University,2024,nr,33900,,,"per-credit (master null, ours converted)",missing
Oklahoma,2018,res,20904,10452,,semester x2 (ours annual),
Oklahoma,2018,nr,32288,16144,,semester x2 (ours annual),
Oklahoma,2019,res,21504,10752,,semester x2 (ours annual),
Oklahoma,2019,nr,33338,16669,,semester x2 (ours annual),
Oklahoma,2020,res,15720,7860,,semester x2 (ours annual),yoy_-27%
Oklahoma,2020,nr,27556,13778,,semester x2 (ours annual),yoy_-27%
Oklahoma City University,2018,res,35630,17815,,semester x2 (ours annual),
Oklahoma City University,2018,nr,35630,17815,,semester x2 (ours annual),
Oklahoma City University,2019,res,30886,15443,,semester x2 (ours annual),
Oklahoma City University,2019,nr,30886,15443,,semester x2 (ours annual),
Oklahoma City University,2020,res,30886,15443,,semester x2 (ours annual),
Oklahoma City University,2020,nr,30886,15443,,semester x2 (ours annual),
Oklahoma City University,2022,res,31950,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Oklahoma City University,2022,nr,31950,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Oklahoma City University,2023,res,30885,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Oklahoma City University,2023,nr,30885,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Oklahoma City University,2024,res,30885,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Oklahoma City University,2024,nr,30885,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Oklahoma City University,2025,res,32103,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Oklahoma City University,2025,nr,32103,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Oregon,2018,res,35418,17709,,semester x2 (ours annual),
Oregon,2018,nr,44022,22011,,semester x2 (ours annual),
Oregon,2019,res,35604,17802,,semester x2 (ours annual),
Oregon,2019,nr,44820,22410,,semester x2 (ours annual),
Oregon,2020,res,38088,19044,,semester x2 (ours annual),
Oregon,2020,nr,47952,23976,,semester x2 (ours annual),
Pace University,2018,res,48614,24307,,semester x2 (ours annual),
Pace University,2018,nr,48614,24307,,semester x2 (ours annual),
Pace University,2019,res,49000,24500,,semester x2 (ours annual),
Pace University,2019,nr,49000,24500,,semester x2 (ours annual),
Pace University,2020,res,49736,24868,,semester x2 (ours annual),
Pace University,2020,nr,49736,24868,,semester x2 (ours annual),
Pennsylvania,2018,res,65804,32902,,semester x2 (ours annual),
Pennsylvania,2018,nr,65804,32902,,semester x2 (ours annual),
Pennsylvania,2019,res,67998,33999,,semester x2 (ours annual),
Pennsylvania,2019,nr,67998,33999,,semester x2 (ours annual),
Pennsylvania,2020,res,63610,31805,,semester x2 (ours annual),
Pennsylvania,2020,nr,63610,31805,,semester x2 (ours annual),
Pepperdine University,2018,res,55830,27915,,semester x2 (ours annual),
Pepperdine University,2018,nr,55830,27915,,semester x2 (ours annual),
Pepperdine University,2019,res,57500,28750,,semester x2 (ours annual),
Pepperdine University,2019,nr,57500,28750,,semester x2 (ours annual),
Pepperdine University,2020,res,59280,29640,,semester x2 (ours annual),
Pepperdine University,2020,nr,59280,29640,,semester x2 (ours annual),
Pittsburgh,2018,res,34834,17417,,semester x2 (ours annual),
Pittsburgh,2018,nr,44576,22288,,semester x2 (ours annual),
Pittsburgh,2019,res,34962,17481,,semester x2 (ours annual),
Pittsburgh,2019,nr,44996,22498,,semester x2 (ours annual),
Pittsburgh,2020,res,34962,17481,,semester x2 (ours annual),
Pittsburgh,2020,nr,44996,22498,,semester x2 (ours annual),
Pontifical Catholic University of Puerto Rico,2023,res,15080,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Pontifical Catholic University of Puerto Rico,2023,nr,15080,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Pontifical Catholic University of Puerto Rico,2024,res,15370,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Pontifical Catholic University of Puerto Rico,2024,nr,15370,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Pontifical Catholic University of Puerto Rico,2025,res,15660,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Pontifical Catholic University of Puerto Rico,2025,nr,15660,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Puerto Rico,2015,nr,,0,,ours-open-circle (master has value),missing
Puerto Rico,2018,res,6144,3072,,semester x2 (ours annual),
Puerto Rico,2019,res,7700,3850,,semester x2 (ours annual),yoy_25%
Puerto Rico,2020,res,7700,3850,,semester x2 (ours annual),
Puerto Rico,2022,res,9150,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Puerto Rico,2022,nr,9150,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Puerto Rico,2023,res,8845,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Puerto Rico,2023,nr,8845,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Puerto Rico,2024,res,8845,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Puerto Rico,2024,nr,8845,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Puerto Rico,2025,res,8845,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Puerto Rico,2025,nr,8845,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Quinnipiac University,2018,res,49540,24770,,semester x2 (ours annual),
Quinnipiac University,2018,nr,49540,24770,,semester x2 (ours annual),
Quinnipiac University,2019,res,49520,24760,,semester x2 (ours annual),
Quinnipiac University,2019,nr,49520,24760,,semester x2 (ours annual),
Quinnipiac University,2020,res,50510,25255,,semester x2 (ours annual),
Quinnipiac University,2020,nr,50510,25255,,semester x2 (ours annual),
Regent University,2018,res,36620,18310,,semester x2 (ours annual),
Regent University,2018,nr,36620,18310,,semester x2 (ours annual),
Regent University,2019,res,36000,18000,,semester x2 (ours annual),
Regent University,2019,nr,36000,18000,,semester x2 (ours annual),
Regent University,2020,res,36000,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Regent University,2020,nr,36000,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Regent University,2021,res,36000,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Regent University,2021,nr,36000,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Regent University,2022,res,37050,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Regent University,2022,nr,37050,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Regent University,2023,res,37555,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Regent University,2023,nr,37555,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Regent University,2024,res,39440,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Regent University,2024,nr,39440,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Regent University,2025,res,40600,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Regent University,2025,nr,40600,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Richmond,2018,res,44700,22350,,semester x2 (ours annual),
Richmond,2018,nr,44700,22350,,semester x2 (ours annual),
Richmond,2019,res,46400,23200,,semester x2 (ours annual),
Richmond,2019,nr,46400,23200,,semester x2 (ours annual),
Richmond,2020,res,48600,24300,,semester x2 (ours annual),
Richmond,2020,nr,48600,24300,,semester x2 (ours annual),
Richmond,2023,nr,53440,,,"per-credit (master null, ours converted)",missing
Richmond,2024,nr,55550,,,"per-credit (master null, ours converted)",missing
Richmond,2025,nr,57700,,0,"per-credit (master null, ours converted)",missing
Roger Williams University,2018,res,36814,18407,,semester x2 (ours annual),
Roger Williams University,2018,nr,36814,18407,,semester x2 (ours annual),
Roger Williams University,2019,res,37524,18762,,semester x2 (ours annual),
Roger Williams University,2019,nr,37524,18762,,semester x2 (ours annual),
Roger Williams University,2020,res,39864,19932,,semester x2 (ours annual),
Roger Williams University,2020,nr,39864,19932,,semester x2 (ours annual),
Rutgers University,2018,res,28358,14179,,semester x2 (ours annual),
Rutgers University,2018,nr,41294,20647,,semester x2 (ours annual),
Rutgers University,2019,res,25804,12902,,semester x2 (ours annual),
Rutgers University,2019,nr,39114,19557,,semester x2 (ours annual),
Rutgers University,2020,res,25804,12902,,semester x2 (ours annual),
Rutgers University,2020,nr,39114,19557,,semester x2 (ours annual),
Saint Louis University,2018,res,42154,21077,,semester x2 (ours annual),
Saint Louis University,2018,nr,42154,21077,,semester x2 (ours annual),
Saint Louis University,2019,res,42540,21270,,semester x2 (ours annual),
Saint Louis University,2019,nr,42540,21270,,semester x2 (ours annual),
Saint Louis University,2020,res,43600,21800,,semester x2 (ours annual),
Saint Louis University,2020,nr,43600,21800,,semester x2 (ours annual),
Samford University,2018,res,40150,20075,,semester x2 (ours annual),
Samford University,2018,nr,40150,20075,,semester x2 (ours annual),
Samford University,2019,res,40788,20394,,semester x2 (ours annual),
Samford University,2019,nr,40788,20394,,semester x2 (ours annual),
Samford University,2020,res,41970,20985,,semester x2 (ours annual),
Samford University,2020,nr,41970,20985,,semester x2 (ours annual),
San Diego,2018,res,54640,27320,,semester x2 (ours annual),
San Diego,2018,nr,54640,27320,,semester x2 (ours annual),
San Diego,2019,res,56230,28115,,semester x2 (ours annual),
San Diego,2019,nr,56230,28115,,semester x2 (ours annual),
San Diego,2020,res,58340,29170,,semester x2 (ours annual),
San Diego,2020,nr,58340,29170,,semester x2 (ours annual),
San Francisco,2018,res,49820,24910,,semester x2 (ours annual),
San Francisco,2018,nr,49820,24910,,semester x2 (ours annual),
San Francisco,2019,res,50690,25345,,semester x2 (ours annual),
San Francisco,2019,nr,50690,25345,,semester x2 (ours annual),
San Francisco,2020,res,51650,25825,,semester x2 (ours annual),
San Francisco,2020,nr,51650,25825,,semester x2 (ours annual),
Santa Clara University,2018,res,54240,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Santa Clara University,2018,nr,54240,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Santa Clara University,2019,res,56280,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Santa Clara University,2019,nr,56280,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Santa Clara University,2020,res,56280,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Santa Clara University,2020,nr,56280,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Santa Clara University,2021,res,58680,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Santa Clara University,2021,nr,58680,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Santa Clara University,2022,res,60480,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Santa Clara University,2022,nr,60480,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Santa Clara University,2023,res,60552,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Santa Clara University,2023,nr,60552,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Santa Clara University,2024,res,62988,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Santa Clara University,2024,nr,62988,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Santa Clara University,2025,res,65540,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Santa Clara University,2025,nr,65540,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Seattle University,2018,res,46586,23293,,semester x2 (ours annual),
Seattle University,2018,nr,46586,23293,,semester x2 (ours annual),
Seattle University,2019,res,48330,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Seattle University,2019,nr,48330,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Seattle University,2020,res,50220,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Seattle University,2020,nr,50220,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Seattle University,2021,res,51240,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Seattle University,2021,nr,51240,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Seattle University,2022,res,53160,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Seattle University,2022,nr,53160,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Seattle University,2023,res,54462,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Seattle University,2023,nr,54462,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Seattle University,2024,res,56927,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Seattle University,2024,nr,56927,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Seattle University,2025,res,59769,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Seattle University,2025,nr,59769,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Seton Hall University,2018,res,54090,27045,,semester x2 (ours annual),
Seton Hall University,2018,nr,54090,27045,,semester x2 (ours annual),
Seton Hall University,2019,res,54848,27424,,semester x2 (ours annual),
Seton Hall University,2019,nr,54848,27424,,semester x2 (ours annual),
Seton Hall University,2020,res,56494,28247,,semester x2 (ours annual),
Seton Hall University,2020,nr,56494,28247,,semester x2 (ours annual),
South Carolina,2018,res,29608,14804,,semester x2 (ours annual),
South Carolina,2018,nr,54502,27251,,semester x2 (ours annual),
South Carolina,2019,res,19306,9653,,semester x2 (ours annual),yoy_-35%
South Carolina,2019,nr,49322,24661,,semester x2 (ours annual),yoy_-35%
South Carolina,2020,res,19306,9653,,semester x2 (ours annual),
South Carolina,2020,nr,49322,24661,,semester x2 (ours annual),
South Dakota,2018,res,17000,8500,,semester x2 (ours annual),
South Dakota,2018,nr,45040,22520,,semester x2 (ours annual),
South Dakota,2019,res,17000,8500,,semester x2 (ours annual),
South Dakota,2019,nr,45040,22520,,semester x2 (ours annual),
South Dakota,2020,res,11620,5810,,semester x2 (ours annual),yoy_-32%
South Dakota,2020,nr,30966,15483,,semester x2 (ours annual),yoy_-32%
South Texas Houston,2018,res,32400,16200,,semester x2 (ours annual),
South Texas Houston,2018,nr,32400,16200,,semester x2 (ours annual),
South Texas Houston,2019,res,33450,16725,,semester x2 (ours annual),
South Texas Houston,2019,nr,33450,16725,,semester x2 (ours annual),
South Texas Houston,2020,res,34950,17475,,semester x2 (ours annual),
South Texas Houston,2020,nr,34950,17475,,semester x2 (ours annual),
Southern California,2018,res,64908,32454,,semester x2 (ours annual),
Southern California,2018,nr,64908,32454,,semester x2 (ours annual),
Southern California,2019,res,66306,33153,,semester x2 (ours annual),
Southern California,2019,nr,66306,33153,,semester x2 (ours annual),
Southern California,2020,res,68628,34314,,semester x2 (ours annual),
Southern California,2020,nr,68628,34314,,semester x2 (ours annual),
Southern Illinois University,2025,res,15863,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Southern Illinois University,2025,nr,15863,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Southern Methodist University,2018,res,54094,27047,,semester x2 (ours annual),
Southern Methodist University,2018,nr,54094,27047,,semester x2 (ours annual),
Southern Methodist University,2019,res,49404,24702,,semester x2 (ours annual),
Southern Methodist University,2019,nr,49404,24702,,semester x2 (ours annual),
Southern Methodist University,2020,res,50984,25492,,semester x2 (ours annual),
Southern Methodist University,2020,nr,50984,25492,,semester x2 (ours annual),
Southern University,2018,res,16530,8265,,semester x2 (ours annual),
Southern University,2018,nr,29130,14565,,semester x2 (ours annual),
Southern University,2019,res,11338,5669,,semester x2 (ours annual),yoy_-31%
Southern University,2019,nr,11338,5669,,semester x2 (ours annual),yoy_-31%
Southern University,2020,res,11338,5669,,semester x2 (ours annual),
Southern University,2020,nr,11338,5669,,semester x2 (ours annual),
Southwestern Law School,2018,res,54166,27083,,semester x2 (ours annual),
Southwestern Law School,2018,nr,54166,27083,,semester x2 (ours annual),
Southwestern Law School,2019,res,55316,27658,,semester x2 (ours annual),
Southwestern Law School,2019,nr,55316,27658,,semester x2 (ours annual),
Southwestern Law School,2020,res,55316,27658,,semester x2 (ours annual),
Southwestern Law School,2020,nr,55316,27658,,semester x2 (ours annual),
St. John's University,2018,res,59480,29740,,semester x2 (ours annual),
St. John's University,2018,nr,59480,29740,,semester x2 (ours annual),
St. John's University,2019,res,61150,30575,,semester x2 (ours annual),
St. John's University,2019,nr,61150,30575,,semester x2 (ours annual),
St. John's University,2020,res,63290,31645,,semester x2 (ours annual),
St. John's University,2020,nr,63290,31645,,semester x2 (ours annual),
St. Mary's University,2018,res,37410,18705,,semester x2 (ours annual),
St. Mary's University,2018,nr,37410,18705,,semester x2 (ours annual),
St. Mary's University,2019,res,37830,18915,,semester x2 (ours annual),
St. Mary's University,2019,nr,37830,18915,,semester x2 (ours annual),
St. Mary's University,2020,res,38890,19445,,semester x2 (ours annual),
St. Mary's University,2020,nr,38890,19445,,semester x2 (ours annual),
Stanford University,2017,nr,60270,0,,"master blank/0 (ours carries value, e.g. private nr=res)",missing
Stanford University,2018,res,61290,,,"per-credit (master null, ours converted)",missing
Stanford University,2018,nr,61290,,,"per-credit (master null, ours converted)",missing
Stanford University,2019,nr,62310,,,"per-credit (master null, ours converted)",missing
Stanford University,2020,nr,63330,,,"per-credit (master null, ours converted)",missing
Stanford University,2021,nr,64350,,,"per-credit (master null, ours converted)",yoy_200%
Stanford University,2022,nr,66924,,,"per-credit (master null, ours converted)",missing
Stanford University,2023,nr,71610,,,"per-credit (master null, ours converted)",missing
Stanford University,2024,nr,74475,,,"per-credit (master null, ours converted)",missing
Stanford University,2025,nr,77454,,0,"per-credit (master null, ours converted)",missing
Stetson University,2018,res,43880,21940,,semester x2 (ours annual),
Stetson University,2018,nr,43880,21940,,semester x2 (ours annual),
Stetson University,2019,res,44468,22234,,semester x2 (ours annual),
Stetson University,2019,nr,44468,22234,,semester x2 (ours annual),
Stetson University,2020,res,45580,22790,,semester x2 (ours annual),
Stetson University,2020,nr,45580,22790,,semester x2 (ours annual),
Suffolk University,2018,res,48090,24045,,semester x2 (ours annual),
Suffolk University,2018,nr,48090,24045,,semester x2 (ours annual),
Suffolk University,2019,res,49410,24705,,semester x2 (ours annual),
Suffolk University,2019,nr,49410,24705,,semester x2 (ours annual),
Suffolk University,2020,res,51060,25530,,semester x2 (ours annual),
Suffolk University,2020,nr,51060,25530,,semester x2 (ours annual),
Syracuse University,2018,res,51422,25711,,semester x2 (ours annual),
Syracuse University,2018,nr,51422,25711,,semester x2 (ours annual),
Syracuse University,2019,res,51500,25750,,semester x2 (ours annual),
Syracuse University,2019,nr,51500,25750,,semester x2 (ours annual),
Syracuse University,2020,res,53530,26765,,semester x2 (ours annual),
Syracuse University,2020,nr,53530,26765,,semester x2 (ours annual),
Temple University,2018,res,27104,13552,,semester x2 (ours annual),
Temple University,2018,nr,41342,20671,,semester x2 (ours annual),
Temple University,2019,res,26980,13490,,semester x2 (ours annual),
Temple University,2019,nr,41354,20677,,semester x2 (ours annual),
Temple University,2020,res,26980,13490,,semester x2 (ours annual),
Temple University,2020,nr,41354,20677,,semester x2 (ours annual),
Tennessee,2018,res,19674,9837,,semester x2 (ours annual),
Tennessee,2018,nr,38348,19174,,semester x2 (ours annual),
Tennessee,2019,res,16696,8348,,semester x2 (ours annual),
Tennessee,2019,nr,35140,17570,,semester x2 (ours annual),
Tennessee,2020,res,16696,8348,,semester x2 (ours annual),
Tennessee,2020,nr,35140,17570,,semester x2 (ours annual),
Texas,2017,res,35714,17857,,semester x2 (ours annual),missing
Texas,2017,nr,53034,26517,,semester x2 (ours annual),missing
Texas,2018,res,35714,17857,,semester x2 (ours annual),
Texas,2018,nr,53034,26517,,semester x2 (ours annual),
Texas,2019,res,36428,18214,,semester x2 (ours annual),
Texas,2019,nr,54096,27048,,semester x2 (ours annual),
Texas,2020,res,36428,18214,,semester x2 (ours annual),
Texas,2020,nr,54096,27048,,semester x2 (ours annual),
Texas A&M University,2013,nr,30580,0,,"master blank/0 (ours carries value, e.g. private nr=res)",missing
Texas A&M University,2018,res,31000,15500,,semester x2 (ours annual),
Texas A&M University,2018,nr,38100,19050,,semester x2 (ours annual),
Texas A&M University,2019,res,31256,15628,,semester x2 (ours annual),
Texas A&M University,2019,nr,39250,19625,,semester x2 (ours annual),
Texas A&M University,2020,res,31900,15950,,semester x2 (ours annual),
Texas A&M University,2020,nr,47304,23652,,semester x2 (ours annual),
Texas Southern University,2018,res,20418,10209,,semester x2 (ours annual),
Texas Southern University,2018,nr,27618,13809,,semester x2 (ours annual),
Texas Southern University,2019,res,20418,10209,,semester x2 (ours annual),
Texas Southern University,2019,nr,27618,13809,,semester x2 (ours annual),
Texas Southern University,2020,res,20418,10209,,semester x2 (ours annual),
Texas Southern University,2020,nr,27438,13719,,semester x2 (ours annual),
Texas Tech University,2018,res,26840,13420,,semester x2 (ours annual),
Texas Tech University,2018,nr,42140,21070,,semester x2 (ours annual),
Texas Tech University,2019,res,22590,11295,,semester x2 (ours annual),
Texas Tech University,2019,nr,34350,17175,,semester x2 (ours annual),
Texas Tech University,2020,res,22590,11295,,semester x2 (ours annual),
Texas Tech University,2020,nr,33960,16980,,semester x2 (ours annual),
Thomas Jefferson School of Law,2018,res,49500,24750,,semester x2 (ours annual),
Thomas Jefferson School of Law,2018,nr,49500,24750,,semester x2 (ours annual),
Thomas Jefferson School of Law,2019,res,51000,25500,,semester x2 (ours annual),
Thomas Jefferson School of Law,2019,nr,51000,25500,,semester x2 (ours annual),
Touro University,2018,res,49800,24900,,semester x2 (ours annual),
Touro University,2018,nr,49800,24900,,semester x2 (ours annual),
Touro University,2019,res,50860,25430,,semester x2 (ours annual),
Touro University,2019,nr,50860,25430,,semester x2 (ours annual),
Touro University,2020,res,53400,26700,,semester x2 (ours annual),
Touro University,2020,nr,53400,26700,,semester x2 (ours annual),
Tulane University,2018,res,56572,28286,,semester x2 (ours annual),
Tulane University,2018,nr,56572,28286,,semester x2 (ours annual),
Tulane University,2019,res,54310,27155,,semester x2 (ours annual),
Tulane University,2019,nr,54310,27155,,semester x2 (ours annual),
Tulane University,2020,res,56374,28187,,semester x2 (ours annual),
Tulane University,2020,nr,56374,28187,,semester x2 (ours annual),
Tulane University,2024,nr,66264,,,"per-credit (master null, ours converted)",missing
Tulane University,2025,nr,69578,,0,"per-credit (master null, ours converted)",missing
University of Kansas,2023,res,22388,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
University of Kansas,2023,nr,28739,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
University of Kansas,2024,res,24563,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
University of Kansas,2024,nr,31117,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
University of Kansas,2025,res,24853,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
University of Kansas,2025,nr,31726,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Valparaiso University,2018,res,0,,,"per-credit (master null, ours converted)",missing
Valparaiso University,2018,nr,0,,,"per-credit (master null, ours converted)",missing
Valparaiso University,2019,res,0,,,"per-credit (master null, ours converted)",missing
Valparaiso University,2019,nr,0,,,"per-credit (master null, ours converted)",missing
Vanderbilt University,2018,res,57558,28779,,semester x2 (ours annual),
Vanderbilt University,2018,nr,57558,28779,,semester x2 (ours annual),
Vanderbilt University,2019,res,59550,29775,,semester x2 (ours annual),
Vanderbilt University,2019,nr,59550,29775,,semester x2 (ours annual),
Vanderbilt University,2020,res,62230,31115,,semester x2 (ours annual),
Vanderbilt University,2020,nr,62230,31115,,semester x2 (ours annual),
Vermont Law School,2018,res,48254,24127,,semester x2 (ours annual),
Vermont Law School,2018,nr,48254,24127,,semester x2 (ours annual),
Vermont Law School,2019,res,48254,24127,,semester x2 (ours annual),
Vermont Law School,2019,nr,48254,24127,,semester x2 (ours annual),
Vermont Law School,2020,res,48254,24127,,semester x2 (ours annual),
Vermont Law School,2020,nr,48254,24127,,semester x2 (ours annual),
Vermont Law School,2025,nr,55382,,0,"per-credit (master null, ours converted)",missing
Villanova University,2018,res,46536,23268,,semester x2 (ours annual),
Villanova University,2018,nr,46536,23268,,semester x2 (ours annual),
Villanova University,2019,res,47360,23680,,semester x2 (ours annual),
Villanova University,2019,nr,47360,23680,,semester x2 (ours annual),
Villanova University,2020,res,49000,24500,,semester x2 (ours annual),
Villanova University,2020,nr,49000,24500,,semester x2 (ours annual),
Virginia,2018,res,60700,30350,,semester x2 (ours annual),
Virginia,2018,nr,63700,31850,,semester x2 (ours annual),
Virginia,2019,res,63200,31600,,semester x2 (ours annual),
Virginia,2019,nr,66200,33100,,semester x2 (ours annual),
Virginia,2020,res,62352,31176,,semester x2 (ours annual),
Virginia,2020,nr,64670,32335,,semester x2 (ours annual),
Wake Forest University,2011,nr,38756,0,,"master blank/0 (ours carries value, e.g. private nr=res)",missing
Wake Forest University,2012,nr,39190,0,,"master blank/0 (ours carries value, e.g. private nr=res)",missing
Wake Forest University,2013,nr,41364,0,,"master blank/0 (ours carries value, e.g. private nr=res)",missing
Wake Forest University,2014,nr,,0,,ours-open-circle (master has value),missing
Wake Forest University,2015,nr,,0,,ours-open-circle (master has value),missing
Wake Forest University,2017,nr,,0,,ours-open-circle (master has value),missing
Wake Forest University,2018,res,45360,22680,,semester x2 (ours annual),
Wake Forest University,2018,nr,45360,22680,,semester x2 (ours annual),
Wake Forest University,2019,res,46268,23134,,semester x2 (ours annual),
Wake Forest University,2019,nr,46268,23134,,semester x2 (ours annual),
Wake Forest University,2020,res,47610,23805,,semester x2 (ours annual),
Wake Forest University,2020,nr,47610,23805,,semester x2 (ours annual),
Washburn University,2018,res,,35,,ours-open-circle (master has value),
Washburn University,2018,nr,,35,,ours-open-circle (master has value),
Washburn University,2019,res,,35,,ours-open-circle (master has value),
Washburn University,2019,nr,,35,,ours-open-circle (master has value),
Washburn University,2020,res,0,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Washburn University,2020,nr,0,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Washburn University,2021,res,0,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Washburn University,2021,nr,0,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Washburn University,2022,res,25320,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Washburn University,2022,nr,38730,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Washburn University,2023,res,25462,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Washburn University,2023,nr,38570,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Washburn University,2024,res,25462,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Washburn University,2024,nr,38570,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Washburn University,2025,res,27028,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Washburn University,2025,nr,40397,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Washington,2018,res,35988,17994,,semester x2 (ours annual),
Washington,2018,nr,47190,23595,,semester x2 (ours annual),
Washington,2019,res,23970,11985,,semester x2 (ours annual),yoy_-33%
Washington,2019,nr,31662,15831,,semester x2 (ours annual),yoy_-33%
Washington,2020,res,25168,12584,,semester x2 (ours annual),
Washington,2020,nr,32770,16385,,semester x2 (ours annual),
Washington University (St. Louis),2023,nr,67008,,,"per-credit (master null, ours converted)",missing
Washington and Lee University,2011,nr,41947,0,,"master blank/0 (ours carries value, e.g. private nr=res)",missing
Washington and Lee University,2018,res,49356,24678,,semester x2 (ours annual),
Washington and Lee University,2018,nr,49356,24678,,semester x2 (ours annual),
Washington and Lee University,2019,res,49076,24538,,semester x2 (ours annual),missing
Washington and Lee University,2019,nr,49076,,,"per-credit (master null, ours converted)",missing
Washington and Lee University,2020,res,50060,25030,,semester x2 (ours annual),missing
Washington and Lee University,2020,nr,50060,,,"per-credit (master null, ours converted)",missing
Wayne State University,2018,res,32882,16441,,semester x2 (ours annual),
Wayne State University,2018,nr,35860,17930,,semester x2 (ours annual),
Wayne State University,2019,res,31666,15833,,semester x2 (ours annual),
Wayne State University,2019,nr,34740,17370,,semester x2 (ours annual),
Wayne State University,2020,res,31666,15833,,semester x2 (ours annual),
Wayne State University,2020,nr,34740,17370,,semester x2 (ours annual),
